Name,Dosage Form,Manufacturer,Expiry_Date,Sales_Count,Pharmacy_Name,day_of_sales
Cefphen,Tablet,"Gilead Sciences, Inc.",2026-04-23,458,CVS Pharmacy,2024-09-30
Dextrovir,Cream,Takeda Pharmaceutical Company Limited,2024-03-17,395,HealthPlus,2024-03-08
Acetophen,Capsule,Eli Lilly and Company,2025-03-19,456,Uniprix,2025-03-15
Amoximet,Capsule,Bristol-Myers Squibb Company,2024-08-10,102,Watsons,2023-08-30
Metovir,Injection,Amgen Inc.,2024-08-12,418,Watsons,2024-06-29
Ibuprophen,Cream,Novartis AG,2024-12-11,405,Rexall Pharmacy,2024-06-30
Clarimycin,Inhaler,AstraZeneca plc,2023-08-03,498,Meijer Pharmacy,2023-06-24
Acetomet,Injection,CSL Limited,2025-07-06,248,Health Mart Pharmacy,2022-02-25
Metocillin,Ointment,Boehringer Ingelheim GmbH,2024-03-25,155,Duane Reade,2024-02-21
Dextrophen,Ointment,"Gilead Sciences, Inc.",2025-06-26,51,Lloyds Pharmacy,2025-03-06
Clarimet,Inhaler,Biogen Inc.,2024-02-12,186,Dis-Chem Pharmacy,2023-04-22
Claristatin,Syrup,Bristol-Myers Squibb Company,2026-06-14,154,Albertsons Pharmacy,2023-04-17
Ibupronazole,Injection,Takeda Pharmaceutical Company Limited,2024-06-27,446,Albertsons Pharmacy,2023-12-22
Dolophen,Capsule,AstraZeneca plc,2024-11-26,161,Watsons,2024-08-08
Dolomycin,Cream,Bayer AG,2025-06-19,211,Walmart Pharmacy,2025-01-30
Amoxiphen,Ointment,Boehringer Ingelheim GmbH,2024-11-04,496,Safeway Pharmacy,2024-06-22
Clarinazole,Tablet,GlaxoSmithKline plc,2024-06-30,431,Rite Aid,2024-06-16
Clarimet,Injection,Novo Nordisk A/S,2025-06-28,396,Target Pharmacy,2024-11-28
Dextronazole,Syrup,"Gilead Sciences, Inc.",2024-05-08,64,Albertsons Pharmacy,2024-03-31
Amoxiphen,Capsule,Biogen Inc.,2025-12-06,196,HealthPlus,2023-01-19
Amoximycin,Injection,Boehringer Ingelheim GmbH,2024-01-23,363,Costco Pharmacy,2024-01-10
Acetonazole,Ointment,Novartis AG,2024-10-20,298,CVS Pharmacy,2024-02-10
Amoxinazole,Capsule,AbbVie Inc.,2024-12-13,143,Target Pharmacy,2024-01-22
Dextrocillin,Drops,Sanofi S.A.,2024-12-01,59,Shoppers Drug Mart,2024-11-25
Ibupromet,Capsule,Roche Holding AG,2023-11-26,170,Health Mart Pharmacy,2023-11-07
Acetovir,Drops,Novo Nordisk A/S,2025-04-02,393,HealthPlus,2023-11-11
Amoxicillin,Tablet,Eli Lilly and Company,2024-06-20,463,Boots,2024-03-20
Acetomet,Drops,Teva Pharmaceutical Industries Ltd.,2024-02-28,101,Costco Pharmacy,2023-05-07
Ibupromycin,Drops,"Gilead Sciences, Inc.",2024-08-25,232,Shoppers Drug Mart,2023-09-25
Clarivir,Inhaler,Biogen Inc.,2023-04-04,446,Uniprix,2024-02-09
Dolocillin,Capsule,Amgen Inc.,2024-12-15,244,Lloyds Pharmacy,2023-08-12
Dextrophen,Tablet,"Gilead Sciences, Inc.",2024-04-19,482,MediCare,2022-10-15
Dolomet,Capsule,Boehringer Ingelheim GmbH,2023-05-21,455,Albertsons Pharmacy,2024-06-14
Metoprofen,Inhaler,Boehringer Ingelheim GmbH,2026-06-27,241,Kroger Pharmacy,2025-04-20
Amoxivir,Syrup,Roche Holding AG,2023-03-08,81,Clicks Pharmacy,2023-02-26
Claristatin,Ointment,"Gilead Sciences, Inc.",2024-02-10,109,H-E-B Pharmacy,2023-10-21
Acetomycin,Injection,Takeda Pharmaceutical Company Limited,2025-03-04,442,Health Mart Pharmacy,2024-11-24
Ibuprophen,Capsule,Bristol-Myers Squibb Company,2024-12-23,252,Walmart Pharmacy,2024-09-04
Doloprofen,Tablet,Novartis AG,2024-05-10,223,CarePlus Pharmacy,2023-09-16
Cefphen,Ointment,"Merck & Co., Inc.",2023-12-06,253,Rite Aid,2022-05-15
Dextrostatin,Injection,Novartis AG,2023-07-14,291,Rite Aid,2023-06-12
Dextromycin,Inhaler,AbbVie Inc.,2022-09-08,374,Apollo Pharmacy,2024-10-26
Ibuprovir,Syrup,Pfizer Inc.,2024-09-23,205,Walgreens,2023-10-16
Clarinazole,Capsule,Teva Pharmaceutical Industries Ltd.,2023-08-08,407,Health Mart Pharmacy,2024-07-06
Dextromet,Syrup,"Gilead Sciences, Inc.",2024-09-15,304,Meijer Pharmacy,2024-05-10
Cefvir,Injection,Biogen Inc.,2023-08-11,249,Dis-Chem Pharmacy,2022-08-04
Dextrophen,Syrup,Bayer AG,2024-09-02,89,Duane Reade,2023-09-08
Cefcillin,Cream,Johnson & Johnson,2025-03-13,380,Rexall Pharmacy,2023-03-11
Amoximycin,Inhaler,GlaxoSmithKline plc,2022-08-19,403,Shoppers Drug Mart,2022-05-09
Dolocillin,Ointment,Amgen Inc.,2025-03-31,264,PharmaSave,2025-03-25
Acetomet,Tablet,CSL Limited,2026-03-05,345,Apollo Pharmacy,2026-01-06
Metostatin,Ointment,Novo Nordisk A/S,2022-11-30,63,PharmaChoice,2024-10-25
Amoximet,Inhaler,GlaxoSmithKline plc,2025-01-28,498,Meijer Pharmacy,2024-09-05
Cefmet,Cream,GlaxoSmithKline plc,2024-08-26,122,PharmaChoice,2024-08-05
Ibuproprofen,Capsule,Novo Nordisk A/S,2024-08-09,375,Uniprix,2023-05-24
Metocillin,Cream,GlaxoSmithKline plc,2023-09-15,314,Health Mart Pharmacy,2023-11-13
Acetomycin,Inhaler,Pfizer Inc.,2023-08-17,365,Uniprix,2023-05-01
Metophen,Syrup,Takeda Pharmaceutical Company Limited,2023-05-19,343,Duane Reade,2022-10-02
Ibuprophen,Tablet,Novo Nordisk A/S,2024-11-02,212,Albertsons Pharmacy,2024-03-07
Cefcillin,Drops,"Gilead Sciences, Inc.",2025-02-04,435,Rite Aid,2024-01-27
Cefcillin,Drops,Bayer AG,2023-08-21,193,Clicks Pharmacy,2024-11-13
Metomet,Tablet,Teva Pharmaceutical Industries Ltd.,2024-06-28,131,Target Pharmacy,2024-12-18
Clarinazole,Injection,Teva Pharmaceutical Industries Ltd.,2024-03-29,262,Watsons,2023-06-16
Dextrostatin,Capsule,Eli Lilly and Company,2025-11-17,360,Publix Pharmacy,2025-02-10
Dolocillin,Tablet,AstraZeneca plc,2024-04-15,448,Clicks Pharmacy,2024-06-21
Acetovir,Drops,Bayer AG,2024-05-30,62,Apollo Pharmacy,2023-08-28
Metomet,Syrup,Teva Pharmaceutical Industries Ltd.,2024-09-29,429,Guardian Pharmacy,2023-10-28
Dolocillin,Syrup,Teva Pharmaceutical Industries Ltd.,2024-04-09,80,CarePlus Pharmacy,2024-01-16
Clarimet,Inhaler,Eli Lilly and Company,2023-06-30,260,Publix Pharmacy,2024-11-27
Acetostatin,Inhaler,Biogen Inc.,2026-06-28,490,Lloyds Pharmacy,2022-12-18
Dextrocillin,Syrup,Johnson & Johnson,2024-03-26,465,Meijer Pharmacy,2022-09-04
Clarimet,Tablet,Johnson & Johnson,2023-07-21,270,Shoppers Drug Mart,2023-01-16
Acetomycin,Injection,"Merck & Co., Inc.",2025-09-25,185,WellnessPharm,2023-01-07
Acetoprofen,Syrup,CSL Limited,2025-03-09,412,Safeway Pharmacy,2023-06-03
Cefnazole,Drops,Teva Pharmaceutical Industries Ltd.,2023-08-17,229,PharmaChoice,2022-06-13
Dolocillin,Injection,"Gilead Sciences, Inc.",2023-01-10,195,Pharmasave,2023-10-10
Ibuprostatin,Inhaler,Teva Pharmaceutical Industries Ltd.,2025-01-21,463, Superdrug,2024-09-18
Metoprofen,Ointment,Pfizer Inc.,2023-03-07,325,H-E-B Pharmacy,2023-09-24
Amoxiprofen,Inhaler,Johnson & Johnson,2024-01-09,329,PharmaSave,2023-11-26
Amoxivir,Syrup,CSL Limited,2024-09-25,295,Walgreens,2023-10-24
Ibuprophen,Inhaler,Johnson & Johnson,2025-03-17,433,H-E-B Pharmacy,2022-12-02
Ibupromet,Syrup,AbbVie Inc.,2024-09-16,186,Meijer Pharmacy,2022-08-03
Metostatin,Tablet,Novo Nordisk A/S,2025-05-17,72,Albertsons Pharmacy,2024-10-07
Dolophen,Ointment,Roche Holding AG,2024-06-19,433,Pharmasave,2024-06-03
Cefprofen,Tablet,"Gilead Sciences, Inc.",2026-05-20,500,CVS Pharmacy,2024-12-14
Dolostatin,Injection,Boehringer Ingelheim GmbH,2024-09-13,335,Walmart Pharmacy,2024-08-20
Ibuprostatin,Tablet,Bristol-Myers Squibb Company,2025-05-26,284,Kroger Pharmacy,2023-06-12
Acetoprofen,Injection,Takeda Pharmaceutical Company Limited,2025-08-02,356,Uniprix,2025-04-29
Ibuproprofen,Syrup,Johnson & Johnson,2022-10-07,375,Pharmasave,2023-02-08
Clariphen,Syrup,Novartis AG,2023-12-02,348,Walgreens,2023-11-05
Clarivir,Inhaler,AstraZeneca plc,2024-11-12,223,Lloyds Pharmacy,2024-11-28
Dextrocillin,Ointment,Johnson & Johnson,2026-04-02,403,Safeway Pharmacy,2024-02-22
Amoxistatin,Capsule,CSL Limited,2023-06-01,479,Costco Pharmacy,2023-05-17
Amoxiprofen,Drops,Teva Pharmaceutical Industries Ltd.,2024-09-21,148,Apollo Pharmacy,2023-03-05
Claristatin,Tablet,Novo Nordisk A/S,2025-02-15,254,CVS Pharmacy,2024-05-15
Dextrophen,Tablet,Johnson & Johnson,2024-02-07,445,Shoppers Drug Mart,2023-12-04
Amoximycin,Syrup,Boehringer Ingelheim GmbH,2025-11-14,170,Meijer Pharmacy,2025-01-10
Cefprofen,Drops,Amgen Inc.,2025-07-15,335,HealthPlus,2023-08-08
Ibuprocillin,Syrup,"Gilead Sciences, Inc.",2026-05-12,129,CVS Pharmacy,2024-11-17
Dextromycin,Ointment,GlaxoSmithKline plc,2025-08-05,177,Meijer Pharmacy,2025-04-02
Ibupromycin,Drops,Novo Nordisk A/S,2026-01-15,492,Kroger Pharmacy,2025-01-28
Acetophen,Capsule,Eli Lilly and Company,2024-05-30,340,Boots,2024-04-06
Cefstatin,Cream,Takeda Pharmaceutical Company Limited,2025-07-08,337,Meijer Pharmacy,2025-06-02
Dextrostatin,Injection,Biogen Inc.,2025-09-06,406,CarePlus Pharmacy,2024-03-23
Clarinazole,Syrup,Roche Holding AG,2025-08-26,80, Superdrug,2024-12-05
Acetomycin,Injection,Novo Nordisk A/S,2023-06-12,379,Duane Reade,2023-04-12
Acetoprofen,Syrup,Novo Nordisk A/S,2024-09-22,128,PharmaChoice,2024-08-27
Metomycin,Syrup,Novo Nordisk A/S,2023-02-05,362,Costco Pharmacy,2024-04-23
Clarivir,Syrup,Teva Pharmaceutical Industries Ltd.,2023-10-08,483,Clicks Pharmacy,2022-07-21
Metovir,Inhaler,Amgen Inc.,2023-11-19,279,Pharmasave,2023-04-30
Ibuprophen,Cream,Roche Holding AG,2025-02-14,252,MediCare,2022-11-26
Doloprofen,Ointment,Biogen Inc.,2023-05-04,144,MedPlus,2022-12-10
Claristatin,Capsule,Bristol-Myers Squibb Company,2025-06-06,259,Rexall Pharmacy,2024-11-28
Clarinazole,Drops,Amgen Inc.,2025-09-20,150,Target Pharmacy,2024-11-14
Acetophen,Injection,CSL Limited,2023-11-14,294,Netmeds,2022-08-23
Dolovir,Inhaler,AbbVie Inc.,2025-10-29,407,Kroger Pharmacy,2024-02-29
Amoxistatin,Inhaler,AstraZeneca plc,2026-02-20,221,MedPlus,2025-10-02
Ibuprostatin,Syrup,Takeda Pharmaceutical Company Limited,2024-04-23,119,Apollo Pharmacy,2023-04-30
Acetocillin,Tablet,Novartis AG,2022-09-28,125,WellnessPharm,2023-04-18
Ibupromycin,Capsule,AbbVie Inc.,2025-03-15,478,Target Pharmacy,2025-01-25
Cefmet,Inhaler,Takeda Pharmaceutical Company Limited,2026-02-13,96,Pharmasave,2023-11-02
Dextrostatin,Ointment,Bristol-Myers Squibb Company,2023-12-16,318,Meijer Pharmacy,2024-10-03
Claricillin,Tablet,Amgen Inc.,2023-09-27,381,PharmaChoice,2023-07-04
Metonazole,Capsule,Novartis AG,2025-10-15,406,Netmeds,2025-09-20
Claricillin,Capsule,AstraZeneca plc,2023-07-25,130,Health Mart Pharmacy,2022-09-06
Amoxiphen,Capsule,Amgen Inc.,2024-02-20,332,Uniprix,2024-03-30
Dolomycin,Drops,Boehringer Ingelheim GmbH,2025-12-18,188,Shoppers Drug Mart,2025-08-20
Cefmet,Inhaler,Roche Holding AG,2023-01-27,327,Safeway Pharmacy,2022-10-04
Ibuproprofen,Capsule,Pfizer Inc.,2025-01-06,364,Netmeds,2023-07-12
Ibupronazole,Cream,Bristol-Myers Squibb Company,2025-02-07,250,CarePlus Pharmacy,2025-01-16
Ibupromet,Ointment,Johnson & Johnson,2023-02-07,485,Guardian Pharmacy,2023-03-02
Cefphen,Injection,Amgen Inc.,2024-07-01,115,Albertsons Pharmacy,2023-12-28
Clariprofen,Drops,Eli Lilly and Company,2025-04-21,415,MedPlus,2024-08-05
Acetostatin,Ointment,Roche Holding AG,2024-09-23,89,Boots,2024-01-04
Acetomet,Syrup,Eli Lilly and Company,2024-07-01,487,Target Pharmacy,2023-05-23
Clarivir,Syrup,Takeda Pharmaceutical Company Limited,2024-08-25,473,Watsons,2024-09-19
Dextrovir,Capsule,Amgen Inc.,2024-01-21,71,CVS Pharmacy,2023-12-27
Acetomet,Inhaler,Teva Pharmaceutical Industries Ltd.,2026-01-17,57,CarePlus Pharmacy,2023-09-13
Clarimet,Drops,AbbVie Inc.,2023-11-30,133,Walgreens,2023-04-12
Dextrovir,Inhaler,GlaxoSmithKline plc,2022-12-23,131,Uniprix,2024-08-28
Ibuproprofen,Syrup,AstraZeneca plc,2024-12-06,386,Shoppers Drug Mart,2024-05-13
Dextrostatin,Injection,Bristol-Myers Squibb Company,2026-03-25,217,Health Mart Pharmacy,2025-04-23
Acetoprofen,Inhaler,Johnson & Johnson,2025-06-26,179,Netmeds,2023-11-24
Amoxiphen,Drops,Novartis AG,2026-06-17,377,Watsons,2024-07-01
Dolonazole,Drops,Teva Pharmaceutical Industries Ltd.,2025-11-24,114,MedPlus,2025-02-22
Clarinazole,Capsule,Bristol-Myers Squibb Company,2023-04-14,281,CVS Pharmacy,2022-08-15
Metoprofen,Inhaler,Roche Holding AG,2024-01-03,52,Publix Pharmacy,2023-09-20
Ibuprovir,Capsule,Teva Pharmaceutical Industries Ltd.,2025-08-13,397,Netmeds,2024-09-14
Acetophen,Inhaler,Eli Lilly and Company,2025-01-07,270,Uniprix,2024-12-07
Claricillin,Inhaler,Sanofi S.A.,2023-12-07,189,Shoppers Drug Mart,2024-09-22
Dextrophen,Drops,"Merck & Co., Inc.",2025-02-04,138,HealthPlus,2024-07-14
Amoximycin,Ointment,Roche Holding AG,2023-09-24,79,Meijer Pharmacy,2023-06-07
Doloprofen,Drops,Boehringer Ingelheim GmbH,2024-06-18,482,Albertsons Pharmacy,2024-01-29
Cefstatin,Inhaler,Novartis AG,2024-03-23,156,Pharmasave,2024-02-19
Clarinazole,Injection,Amgen Inc.,2023-06-21,490,PharmaChoice,2023-05-24
Cefprofen,Capsule,Bayer AG,2026-03-21,130,Watsons,2024-03-02
Acetoprofen,Capsule,Novo Nordisk A/S,2023-05-31,134,WellnessPharm,2024-07-01
Acetoprofen,Inhaler,Johnson & Johnson,2025-01-18,470,PharmaSave,2024-11-09
Dextrovir,Tablet,GlaxoSmithKline plc,2025-05-27,70,MediCare,2025-03-03
Ibuprovir,Ointment,Johnson & Johnson,2023-08-20,111,CVS Pharmacy,2023-07-07
Clarimet,Ointment,Roche Holding AG,2024-06-11,462,Rexall Pharmacy,2024-04-25
Clarimycin,Syrup,"Gilead Sciences, Inc.",2025-02-04,303,Clicks Pharmacy,2023-08-13
Metomet,Inhaler,Novo Nordisk A/S,2025-06-03,234,Pharmasave,2023-08-09
Dolovir,Drops,Sanofi S.A.,2022-11-05,343,WellnessPharm,2024-10-20
Acetocillin,Drops,"Gilead Sciences, Inc.",2025-06-21,426,Guardian Pharmacy,2025-04-05
Clarimet,Inhaler,AstraZeneca plc,2024-11-30,126,MediCare,2024-04-15
Clarinazole,Drops,CSL Limited,2024-08-17,147,Dis-Chem Pharmacy,2024-07-02
Amoxiphen,Drops,Biogen Inc.,2023-11-04,124,Target Pharmacy,2023-10-08
Acetomet,Injection,"Merck & Co., Inc.",2023-08-29,130,Kroger Pharmacy,2023-06-30
Acetophen,Drops,Teva Pharmaceutical Industries Ltd.,2022-12-12,249,Boots,2022-11-10
Dextrostatin,Ointment,Biogen Inc.,2023-08-04,377,CVS Pharmacy,2024-12-25
Cefmet,Syrup,AbbVie Inc.,2024-06-16,152,CarePlus Pharmacy,2024-03-24
Dolophen,Cream,Pfizer Inc.,2023-07-16,406,Publix Pharmacy,2024-10-25
Claristatin,Drops,Pfizer Inc.,2025-12-23,225,WellnessPharm,2024-09-18
Dextrostatin,Tablet,Teva Pharmaceutical Industries Ltd.,2024-09-18,182,Uniprix,2024-07-15
Dextrocillin,Injection,CSL Limited,2024-07-31,174,MediCare,2023-08-03
Cefmycin,Tablet,Bayer AG,2024-09-29,370,Meijer Pharmacy,2023-03-12
Amoxicillin,Inhaler,"Merck & Co., Inc.",2022-12-31,318,Guardian Pharmacy,2024-06-07
Ibuprocillin,Syrup,Novartis AG,2025-01-16,437, Superdrug,2024-08-13
Acetomet,Cream,Amgen Inc.,2024-08-11,403,PharmaSave,2024-07-27
Amoxistatin,Cream,Johnson & Johnson,2025-10-28,305,Duane Reade,2023-03-05
Acetonazole,Injection,"Gilead Sciences, Inc.",2025-07-29,373,Rexall Pharmacy,2024-02-17
Cefstatin,Drops,Bayer AG,2024-09-04,334,Pharmasave,2023-12-28
Acetomycin,Tablet,Teva Pharmaceutical Industries Ltd.,2023-01-24,471,Apollo Pharmacy,2023-10-07
Metostatin,Ointment,Bayer AG,2025-03-29,233,Apollo Pharmacy,2023-09-04
Acetonazole,Injection,Pfizer Inc.,2024-06-21,347,Kroger Pharmacy,2024-04-08
Dextrophen,Cream,Eli Lilly and Company,2024-05-26,489,CVS Pharmacy,2024-10-14
Amoxiphen,Injection,Biogen Inc.,2025-04-16,362,Walmart Pharmacy,2024-09-14
Metostatin,Syrup,GlaxoSmithKline plc,2023-11-19,409,PharmaChoice,2024-08-15
Dolonazole,Ointment,AbbVie Inc.,2025-11-11,416,Costco Pharmacy,2025-11-01
Metostatin,Drops,AbbVie Inc.,2024-06-14,442,Lloyds Pharmacy,2024-02-22
Clariprofen,Capsule,Amgen Inc.,2026-03-04,184,Albertsons Pharmacy,2025-07-12
Clarimycin,Ointment,Amgen Inc.,2025-04-27,179,Guardian Pharmacy,2023-05-29
Cefprofen,Ointment,Novartis AG,2023-10-20,313,MediCare,2024-09-01
Amoxiprofen,Tablet,Teva Pharmaceutical Industries Ltd.,2025-06-04,180,Walgreens,2024-12-21
Dextrocillin,Capsule,GlaxoSmithKline plc,2024-11-24,469,Shoppers Drug Mart,2024-08-22
Amoxicillin,Drops,Sanofi S.A.,2026-04-02,445,Meijer Pharmacy,2025-06-26
Amoximycin,Ointment,CSL Limited,2024-11-19,330,Lloyds Pharmacy,2024-11-15
Dolophen,Tablet,Pfizer Inc.,2024-02-17,96,Target Pharmacy,2023-05-02
Metophen,Ointment,Pfizer Inc.,2025-03-08,487,WellnessPharm,2025-02-01
Ibupromycin,Syrup,AbbVie Inc.,2025-04-07,219,Guardian Pharmacy,2024-09-14
Clariprofen,Drops,Novo Nordisk A/S,2024-11-09,136,HealthPlus,2024-11-07
Dextrostatin,Cream,Novo Nordisk A/S,2024-02-14,329,WellnessPharm,2023-08-18
Metoprofen,Inhaler,GlaxoSmithKline plc,2026-02-20,361,Walgreens,2025-07-20
Dextrovir,Inhaler,"Gilead Sciences, Inc.",2024-09-23,324,MediCare,2024-08-30
Dolophen,Inhaler,GlaxoSmithKline plc,2024-05-18,361,Albertsons Pharmacy,2023-02-11
Ibupromet,Ointment,Bristol-Myers Squibb Company,2023-07-02,403,Albertsons Pharmacy,2023-07-27
Acetonazole,Drops,Pfizer Inc.,2024-02-03,325,Netmeds,2024-07-22
Clariphen,Inhaler,Johnson & Johnson,2023-08-17,480,Lloyds Pharmacy,2023-05-26
Clarimycin,Ointment,Teva Pharmaceutical Industries Ltd.,2025-01-18,185,Safeway Pharmacy,2023-08-04
Dextronazole,Capsule,Novartis AG,2026-04-17,345,Apollo Pharmacy,2025-10-09
Dextrovir,Injection,Teva Pharmaceutical Industries Ltd.,2025-06-07,262,Safeway Pharmacy,2025-03-05
Dextromet,Ointment,Bayer AG,2025-08-01,401,H-E-B Pharmacy,2024-10-28
Claristatin,Syrup,Bristol-Myers Squibb Company,2024-07-27,490,HealthPlus,2022-11-20
Dolophen,Tablet,AstraZeneca plc,2024-04-16,246,Rexall Pharmacy,2024-04-12
Dextrocillin,Injection,GlaxoSmithKline plc,2025-02-10,250,Health Mart Pharmacy,2022-06-09
Acetocillin,Tablet,Bayer AG,2023-05-24,69,Clicks Pharmacy,2024-07-08
Acetomycin,Inhaler,AstraZeneca plc,2025-10-23,203,WellnessPharm,2025-10-10
Acetocillin,Cream,GlaxoSmithKline plc,2023-06-18,202,HealthPlus,2023-12-22
Dolovir,Inhaler,Teva Pharmaceutical Industries Ltd.,2024-08-05,403,Shoppers Drug Mart,2023-07-23
Metomet,Injection,AbbVie Inc.,2024-03-16,141,Walgreens,2024-08-08
Claristatin,Syrup,Biogen Inc.,2025-04-09,497,Pharmasave,2024-05-26
Acetonazole,Injection,Biogen Inc.,2025-10-28,222,Uniprix,2024-06-19
Dextroprofen,Injection,AbbVie Inc.,2024-09-23,270,H-E-B Pharmacy,2023-09-20
Dextrovir,Inhaler,GlaxoSmithKline plc,2023-02-01,448,Publix Pharmacy,2023-03-25
Cefphen,Syrup,CSL Limited,2026-05-18,307,Dis-Chem Pharmacy,2025-06-12
Claristatin,Drops,Amgen Inc.,2025-04-28,50,H-E-B Pharmacy,2024-05-04
Dextrocillin,Cream,Eli Lilly and Company,2024-03-02,110,HealthPlus,2023-12-15
Dextromycin,Ointment,Amgen Inc.,2026-05-05,168,Target Pharmacy,2023-10-09
Metophen,Syrup,Johnson & Johnson,2024-08-11,266,PharmaSave,2024-02-17
Metovir,Injection,Bristol-Myers Squibb Company,2025-07-03,202,Albertsons Pharmacy,2025-04-27
Cefnazole,Capsule,Takeda Pharmaceutical Company Limited,2024-12-02,223,Health Mart Pharmacy,2024-06-02
Metostatin,Tablet,Biogen Inc.,2025-09-16,421,Pharmasave,2025-05-05
Clariprofen,Inhaler,Novartis AG,2024-04-06,438,Walmart Pharmacy,2023-10-02
Dolovir,Injection,"Merck & Co., Inc.",2023-02-06,124,MediCare,2023-12-10
Ibuproprofen,Tablet,Novartis AG,2026-04-07,461,PharmaSave,2024-06-21
Dextrophen,Syrup,"Gilead Sciences, Inc.",2024-03-16,398,Uniprix,2024-01-22
Amoxiprofen,Inhaler,Novartis AG,2024-03-14,173,Meijer Pharmacy,2023-05-12
Amoxivir,Inhaler,Takeda Pharmaceutical Company Limited,2025-01-31,280,CarePlus Pharmacy,2024-01-28
Amoxiphen,Capsule,Amgen Inc.,2023-11-07,187,Uniprix,2023-02-11
Acetoprofen,Capsule,Novartis AG,2023-05-09,222,Target Pharmacy,2024-01-17
Metoprofen,Tablet,Johnson & Johnson,2024-09-20,131,Albertsons Pharmacy,2024-11-23
Metomycin,Injection,Biogen Inc.,2025-08-20,293,CarePlus Pharmacy,2025-04-28
Dextroprofen,Syrup,Roche Holding AG,2025-06-13,252,Shoppers Drug Mart,2024-11-29
Metovir,Inhaler,CSL Limited,2023-08-21,293,Shoppers Drug Mart,2023-04-13
Cefnazole,Tablet,Roche Holding AG,2024-02-03,464,Health Mart Pharmacy,2023-09-16
Ibupronazole,Syrup,AbbVie Inc.,2025-01-10,457,PharmaChoice,2024-02-29
Cefprofen,Inhaler,Biogen Inc.,2023-08-27,464,Rexall Pharmacy,2022-08-11
Cefvir,Inhaler,AstraZeneca plc,2023-12-02,299,HealthPlus,2023-08-27
Cefmet,Inhaler,Bristol-Myers Squibb Company,2024-01-14,125,CarePlus Pharmacy,2022-11-24
Amoxinazole,Inhaler,Novo Nordisk A/S,2023-07-11,264,Rexall Pharmacy,2024-02-22
Cefvir,Inhaler,Bristol-Myers Squibb Company,2025-10-30,67,PharmaSave,2023-08-29
Acetostatin,Drops,Bayer AG,2024-09-02,111,Clicks Pharmacy,2024-04-16
Cefcillin,Cream,GlaxoSmithKline plc,2026-01-14,408,Apollo Pharmacy,2024-11-06
Metostatin,Syrup,GlaxoSmithKline plc,2026-06-11,439,Costco Pharmacy,2025-07-29
Dextrophen,Cream,AbbVie Inc.,2025-01-21,179,Meijer Pharmacy,2024-07-20
Metostatin,Capsule,Bayer AG,2024-09-14,89,Walmart Pharmacy,2024-03-19
Clariphen,Ointment,Bristol-Myers Squibb Company,2024-02-27,346,Albertsons Pharmacy,2024-06-13
Metonazole,Tablet,Novartis AG,2024-03-12,256,Apollo Pharmacy,2022-06-14
Dextroprofen,Capsule,Sanofi S.A.,2025-12-06,117,Shoppers Drug Mart,2024-07-14
Ibuprocillin,Ointment,AstraZeneca plc,2025-11-12,390,Walmart Pharmacy,2024-06-19
Ibuprovir,Capsule,Roche Holding AG,2025-11-26,447,H-E-B Pharmacy,2025-07-02
Ibuprocillin,Tablet,"Gilead Sciences, Inc.",2024-07-04,86,Walgreens,2023-09-03
Dextroprofen,Ointment,Takeda Pharmaceutical Company Limited,2024-12-09,79,Rexall Pharmacy,2024-12-07
Dextronazole,Injection,Novartis AG,2025-11-21,433,Boots,2023-12-26
Ibupromet,Ointment,AstraZeneca plc,2026-03-17,147,Kroger Pharmacy,2026-03-17
Amoximycin,Injection,Novo Nordisk A/S,2024-06-19,110,Kroger Pharmacy,2024-08-17
Acetovir,Drops,Takeda Pharmaceutical Company Limited,2024-09-22,408,CVS Pharmacy,2023-11-28
Metovir,Cream,CSL Limited,2024-03-14,424,Target Pharmacy,2023-04-22
Cefmycin,Inhaler,Eli Lilly and Company,2025-11-30,413,PharmaChoice,2024-01-21
Ibuprostatin,Capsule,Novo Nordisk A/S,2023-04-14,177,Walmart Pharmacy,2023-05-08
Amoxistatin,Inhaler,Biogen Inc.,2024-08-28,264,Kroger Pharmacy,2024-05-22
Acetophen,Cream,Bayer AG,2024-12-31,415,Apollo Pharmacy,2023-02-08
Acetoprofen,Drops,Sanofi S.A.,2025-07-19,219,Target Pharmacy,2025-04-23
Dextromycin,Injection,GlaxoSmithKline plc,2024-12-01,156,PharmaChoice,2024-07-20
Cefmycin,Inhaler,Bristol-Myers Squibb Company,2025-03-23,460,Meijer Pharmacy,2024-09-27
Clarimet,Inhaler,AbbVie Inc.,2025-04-04,85,WellnessPharm,2023-06-30
Cefcillin,Syrup,Teva Pharmaceutical Industries Ltd.,2024-06-12,286,PharmaChoice,2023-09-11
Amoxistatin,Syrup,AbbVie Inc.,2025-07-23,372,Health Mart Pharmacy,2024-08-03
Amoxinazole,Tablet,AstraZeneca plc,2024-05-12,247,PharmaSave,2024-12-04
Clariprofen,Syrup,AbbVie Inc.,2024-02-25,196,Safeway Pharmacy,2023-04-27
Amoxiprofen,Injection,Eli Lilly and Company,2023-04-17,338,CVS Pharmacy,2024-07-15
Dolonazole,Cream,Bristol-Myers Squibb Company,2024-11-26,474,Walmart Pharmacy,2024-08-08
Cefnazole,Ointment,Johnson & Johnson,2023-10-31,383,Uniprix,2023-06-13
Dextromet,Syrup,Eli Lilly and Company,2025-06-04,409,H-E-B Pharmacy,2023-07-17
